video_id,label,score
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_9783.mp4,0,0.6543964743614197
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_730.mp4,0,0.8370429873466492
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_1317.mp4,0,0.54469233751297
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_9657.mp4,0,0.9520667791366577
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_2407.mp4,0,0.7480688691139221
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4107.mp4,0,0.6157770752906799
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_7247.mp4,0,0.636716365814209
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4896.mp4,0,0.9162677526473999
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_2567.mp4,0,0.44798561930656433
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4877.mp4,0,0.7685028314590454
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_3609.mp4,0,0.5736405253410339
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_807.mp4,0,0.9614095687866211
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4081.mp4,0,0.83482426404953
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_6845.mp4,0,0.9141619801521301
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_124.mp4,0,0.891516923904419
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_5690.mp4,0,0.6555802226066589
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_9859.mp4,0,0.9111466407775879
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_6016.mp4,0,0.966704249382019
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_9736.mp4,0,0.21059921383857727
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_6262.mp4,0,0.8927990794181824
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_699.mp4,0,0.3076213300228119
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_2370.mp4,0,0.3456328213214874
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4833.mp4,0,0.8035399317741394
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_310.mp4,0,0.504457414150238
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_7402.mp4,0,0.9978298544883728
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_7119.mp4,0,0.2574380338191986
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_3431.mp4,0,0.86318039894104
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_2147.mp4,0,0.34215831756591797
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_3762.mp4,0,0.35910335183143616
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_5477.mp4,0,0.4149322807788849
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_2065.mp4,0,0.24733330309391022
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_6685.mp4,0,0.4058270752429962
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_3661.mp4,0,0.7160910964012146
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_7488.mp4,0,0.7919768691062927
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_4532.mp4,0,0.652501106262207
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_3028.mp4,0,0.24601899087429047
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_8975.mp4,0,0.4344077706336975
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_1007.mp4,0,0.7102881669998169
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_6851.mp4,0,0.314719021320343
/data/lp/IVBridgeDataset_Videos_Split/GenVideo/MSRVTT/msrvtt_675.mp4,0,0.44015437364578247
